,Year,Win%,Games,Val,PrevAS,WikiViews,AS
Joe Ingles,2019,0.542,48.0,52.9,0.0,106470.0,0.0
Donovan Mitchell,2019,0.542,44.0,60.8,0.0,155634.0,0.0
Rudy Gobert,2019,0.542,48.0,71.4,0.0,81070.0,0.0
Dante Cunningham,2019,0.562,43.0,42.1,0.0,18036.0,0.0
Dāvis Bertāns,2019,0.562,44.0,49.2,0.0,25241.0,0.0
Marco Belinelli,2019,0.562,46.0,49.7,0.0,49836.0,0.0
Pau Gasol,2019,0.562,18.0,46.1,6.0,156425.0,0.0
Patty Mills,2019,0.562,48.0,49.1,0.0,52927.0,0.0
Jakob Poeltl,2019,0.562,44.0,47.4,0.0,653.0,0.0
Rudy Gay,2019,0.562,38.0,58.4,0.0,69638.0,0.0
Bryn Forbes,2019,0.562,48.0,50.1,0.0,34619.0,0.0
Tyus Jones,2019,0.478,43.0,46.3,0.0,79248.0,0.0
Vince Carter,2019,0.304,43.0,42.5,8.0,507083.0,0.0
Anthony Tolliver,2019,0.478,31.0,39.9,0.0,21935.0,0.0
Gorgui Dieng,2019,0.478,46.0,43.7,0.0,19945.0,0.0
Derrick Rose,2019,0.478,36.0,64.0,3.0,806907.0,0.0
Taj Gibson,2019,0.478,45.0,55.4,0.0,30781.0,0.0
Jeff Teague,2019,0.478,31.0,56.2,1.0,1340.0,0.0
Jimmy Butler,2019,0.646,38.0,67.8,4.0,173590.0,0.0
Andrew Wiggins,2019,0.478,42.0,53.0,0.0,171987.0,0.0
Isaiah Hartenstein,2019,0.565,23.0,36.5,0.0,26445.0,0.0
Gary Clark,2019,0.565,33.0,40.1,0.0,8140.0,0.0
Gerald Green,2019,0.565,42.0,44.7,0.0,66433.0,0.0
Michael Carter-Williams,2019,0.565,16.0,39.1,0.0,93999.0,0.0
Carmelo Anthony,2019,0.565,10.0,48.8,10.0,666982.0,0.0
Ricky Rubio,2019,0.542,41.0,52.1,0.0,78380.0,0.0
Jae Crowder,2019,0.542,47.0,51.9,0.0,49912.0,0.0
Dante Exum,2019,0.542,39.0,44.4,0.0,40637.0,0.0
Alec Burks,2019,0.188,45.0,48.3,0.0,59568.0,0.0
Avery Bradley,2019,0.543,40.0,39.5,0.0,33368.0,0.0
Danilo Gallinari,2019,0.543,44.0,65.4,0.0,64485.0,0.0
Tobias Harris,2019,0.543,46.0,66.9,0.0,107892.0,0.0
Thomas Welsh,2019,0.689,9.0,35.9,0.0,249.0,0.0
Malik Beasley,2019,0.689,45.0,50.3,0.0,23671.0,0.0
Mason Plumlee,2019,0.689,45.0,51.9,0.0,50664.0,0.0
Juancho Hernangómez,2019,0.689,43.0,50.7,0.0,414.0,0.0
Trey Lyles,2019,0.689,43.0,46.7,0.0,31976.0,0.0
Paul Millsap,2019,0.689,37.0,59.3,4.0,49818.0,0.0
Jamal Murray,2019,0.689,45.0,60.1,0.0,150792.0,0.0
Nikola Jokić,2019,0.689,45.0,74.8,0.0,235757.0,0.0
Gary Harris,2019,0.689,27.0,56.7,0.0,34295.0,0.0
Will Barton,2019,0.689,6.0,46.5,0.0,21954.0,0.0
Frank Mason III,2019,0.511,31.0,40.4,0.0,23265.0,0.0
Harry Giles,2019,0.511,34.0,40.6,0.0,664.0,0.0
Marvin Bagley III,2019,0.511,33.0,52.4,0.0,114042.0,0.0
Iman Shumpert,2019,0.511,37.0,46.1,0.0,127447.0,0.0
Justin Jackson,2019,0.511,46.0,45.1,0.0,1878.0,0.0
Nemanja Bjelica,2019,0.511,47.0,52.1,0.0,37104.0,0.0
Yogi Ferrell,2019,0.511,37.0,42.9,0.0,25985.0,0.0
Buddy Hield,2019,0.511,47.0,61.2,0.0,119237.0,0.0
De'Aaron Fox,2019,0.511,47.0,62.6,0.0,129401.0,0.0
Willie Cauley-Stein,2019,0.511,47.0,59.2,0.0,66125.0,0.0
Georges Niang,2019,0.542,34.0,38.0,0.0,17078.0,0.0
Royce O'Neale,2019,0.542,48.0,42.0,0.0,9278.0,0.0
Eric Gordon,2019,0.565,35.0,50.3,0.0,61279.0,0.0
James Ennis III,2019,0.565,32.0,45.9,0.0,24786.0,0.0
Clint Capela,2019,0.565,42.0,72.6,0.0,70215.0,0.0
Collin Sexton,2019,0.188,48.0,45.6,0.0,76300.0,0.0
Rodney Hood,2019,0.188,40.0,52.2,0.0,24293.0,0.0
Tristan Thompson,2019,0.188,35.0,59.4,0.0,301866.0,0.0
George Hill,2019,0.739,34.0,46.7,0.0,2408.0,0.0
Cedi Osman,2019,0.188,46.0,45.9,0.0,65628.0,0.0
Kevin Love,2019,0.188,4.0,58.8,5.0,140306.0,0.0
Mitchell Robinson,2019,0.222,30.0,46.4,0.0,44169.0,0.0
Noah Vonleh,2019,0.222,45.0,52.5,0.0,51089.0,0.0
Mario Hezonja,2019,0.222,39.0,41.3,0.0,54471.0,0.0
Kevin Knox,2019,0.222,38.0,44.1,0.0,2050.0,0.0
Allonzo Trier,2019,0.222,38.0,45.4,0.0,92899.0,0.0
Ron Baker,2019,0.435,15.0,34.1,0.0,757.0,0.0
Lance Thomas,2019,0.222,18.0,37.3,0.0,12993.0,0.0
Trey Burke,2019,0.222,29.0,48.8,0.0,54444.0,0.0
Enes Freedom,2019,0.222,42.0,61.4,0.0,0.0,0.0
Tim Hardaway Jr.,2019,0.222,41.0,56.6,0.0,96046.0,0.0
Frank Ntilikina,2019,0.222,38.0,38.6,0.0,46138.0,0.0
Jaylen Adams,2019,0.304,9.0,35.7,0.0,12518.0,0.0
Kevin Huerter,2019,0.304,43.0,45.9,0.0,54699.0,0.0
Omari Spellman,2019,0.304,29.0,43.9,0.0,19788.0,0.0
Miles Plumlee,2019,0.304,18.0,42.7,0.0,31921.0,0.0
Jeremy Lin,2019,0.304,41.0,50.3,0.0,305326.0,0.0
Tyler Dorsey,2019,0.304,24.0,36.6,0.0,13710.0,0.0
Alex Poythress,2019,0.304,18.0,41.4,0.0,10797.0,0.0
DeAndre' Bembry,2019,0.304,46.0,46.2,0.0,17314.0,0.0
Alex Len,2019,0.304,42.0,47.7,0.0,31201.0,0.0
Jordan Clarkson,2019,0.188,47.0,55.8,0.0,73186.0,0.0
Sam Dekker,2019,0.435,28.0,47.5,0.0,67747.0,0.0
Chris Paul,2019,0.565,26.0,64.2,9.0,215485.0,0.0
Ante Žižić,2019,0.188,32.0,44.4,0.0,21224.0,0.0
P.J. Tucker,2019,0.565,46.0,49.5,0.0,1951.0,0.0
Kenrich Williams,2019,0.468,12.0,33.5,0.0,5726.0,0.0
Jahlil Okafor,2019,0.468,28.0,42.2,0.0,112500.0,0.0
Frank Jackson,2019,0.468,32.0,38.2,0.0,2595.0,0.0
Cheick Diallo,2019,0.468,30.0,40.1,0.0,18562.0,0.0
Solomon Hill,2019,0.468,28.0,39.9,0.0,376.0,0.0
Darius Miller,2019,0.468,42.0,42.5,0.0,12215.0,0.0
Julius Randle,2019,0.468,46.0,66.2,0.0,72685.0,0.0
Nikola Mirotić,2019,0.468,31.0,59.8,0.0,38557.0,0.0
E'Twaun Moore,2019,0.468,42.0,50.3,0.0,20500.0,0.0
Elfrid Payton,2019,0.468,16.0,51.1,0.0,1121.0,0.0
Jrue Holiday,2019,0.468,47.0,68.9,1.0,102095.0,0.0
Malachi Richardson,2019,0.729,21.0,33.2,0.0,17058.0,0.0
Lorenzo Brown,2019,0.729,26.0,35.8,0.0,21303.0,0.0
C. J. Miles,2019,0.729,35.0,37.9,0.0,26258.0,0.0
Norman Powell,2019,0.729,26.0,45.6,0.0,17270.0,0.0
OG Anunoby,2019,0.729,39.0,43.3,0.0,66273.0,0.0
Fred VanVleet,2019,0.729,42.0,52.1,0.0,74721.0,0.0
Serge Ibaka,2019,0.729,44.0,59.4,0.0,146643.0,0.0
Pascal Siakam,2019,0.729,47.0,62.7,0.0,173648.0,0.0
Jonas Valančiūnas,2019,0.729,30.0,57.8,0.0,57598.0,0.0
Danny Green,2019,0.729,46.0,50.8,0.0,2696.0,0.0
John Holland,2019,0.188,1.0,33.0,0.0,1421.0,0.0
David Nwaba,2019,0.188,21.0,42.5,0.0,27037.0,0.0
Kyle Korver,2019,0.542,42.0,45.6,1.0,312268.0,0.0
Julian Washburn,2019,0.404,1.0,33.0,0.0,3536.0,0.0
