"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","PosSummary"
"1","David Aardsma","24","CHC","NL","43","3","2","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000","-100","0","0","0","1","0","0","1"
"2","Andy Abad*","33","CIN","NL","5","5","3","0","0","0","0","0","0","0","0","2","0",".000",".400",".000",".400","15","0","0","0","0","0","0","/H"
"3","Reggie Abercrombie","25","FLA","NL","111","281","255","39","54","12","2","5","24","6","5","18","78",".212",".271",".333",".604","58","85","2","3","4","1","2","8H9/7"
"4","Bobby Abreu*","32","TOT","MLB","156","686","548","98","163","41","2","15","107","30","6","124","138",".297",".424",".462",".886","126","253","13","3","2","9","6","*9/8DH"
"5","Bobby Abreu*","32","PHI","NL","98","438","339","61","94","25","2","8","65","20","4","91","86",".277",".427",".434",".861","118","147","8","2","0","6","5","9/8DH"
"6","Bobby Abreu*","32","NYY","AL","58","248","209","37","69","16","0","7","42","10","2","33","52",".330",".419",".507",".926","138","106","5","1","2","3","1","9/8DH"
"7","Jeremy Accardo","24","TOT","MLB","36","5","5","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"8","Jeremy Accardo","24","SFG","NL","36","5","5","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"9","Mike Adams","27","MIL","NL","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"10","Russ Adams*","25","TOR","AL","90","280","251","31","55","14","1","3","28","1","2","22","41",".219",".282",".319",".600","56","80","5","1","3","3","0","46H/D"
"11","Jon Adkins*","28","SDP","NL","51","1","1","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
"12","Jeremy Affeldt*","27","TOT","MLB","30","3","3","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000","-100","0","0","0","0","0","0","1"
