"Rk","Name","Age","Tm","Lg","G","PA","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS+","TB","GDP","HBP","SH","SF","IBB","PosSummary"
"1","Glenn Adams*","34","TOR","AL","30","73","66","2","17","4","0","1","11","0","0","4","5",".258",".288",".364",".651","72","24","3","0","0","3","0","DH"
"2","Ricky Adams","23","CAL","AL","8","16","14","1","2","0","0","0","0","1","0","0","2",".143",".200",".143",".343","-4","2","1","1","1","0","0","/6H"
"3","Luis Aguayo","23","PHI","NL","50","63","56","11","15","1","2","3","7","1","1","5","7",".268",".339",".518",".857","134","29","1","1","1","0","1","46H/5"
"4","Willie Aikens*","27","KCR","AL","134","519","466","50","131","29","1","17","74","0","1","45","70",".281",".345",".457",".802","119","213","19","3","0","5","7","*3H"
"5","Neil Allen","24","NYM","NL","50","9","6","1","1","0","0","0","0","0","0","2","2",".167",".375",".167",".542","58","1","0","0","1","0","0","1"
"6","Gary Allenson","27","BOS","AL","92","307","264","25","54","11","0","6","33","0","3","38","39",".205",".306",".314",".620","67","83","6","1","3","1","1","2/H"
"7","Bill Almon","29","CHW","AL","111","336","308","40","79","10","4","4","26","10","8","25","49",".256",".313",".354",".667","84","109","4","1","1","1","0","6H/D"
"8","Porfi Altamirano","30","PHI","NL","29","4","4","1","1","0","0","0","0","0","0","0","0",".250",".250",".250",".500","39","1","0","0","0","0","0","1"
"9","José Álvarez","26","ATL","NL","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
"10","Joaquin Andujar#","29","STL","NL","38","104","95","3","15","1","1","0","4","1","0","0","44",".158",".158",".189",".347","-3","18","2","0","9","0","0","1"
"11","Tony Armas","28","OAK","AL","138","578","536","58","125","19","2","28","89","2","2","33","128",".233",".275",".433",".708","97","232","14","1","0","8","5","*9/8HD"
"12","Alan Ashby#","30","HOU","NL","100","372","339","40","87","14","2","12","49","2","0","27","53",".257",".311",".416",".727","110","141","7","1","2","3","4","2/H"
"13","Benny Ayala","31","BAL","AL","64","133","128","17","39","6","0","6","24","1","1","5","14",".305",".331",".492",".823","123","63","3","0","0","0","2","H7D/3"
"14","Wally Backman#","22","NYM","NL","96","312","261","37","71","13","2","3","22","8","7","49","47",".272",".387",".372",".759","115","97","6","0","2","0","1","4H/56"
"15","Stan Bahnsen","37","TOT","MLB","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","1"
"16","Stan Bahnsen","37","PHI","NL","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","/1"
