Name,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Derrick Favors,68,1039,19.7,0.663,0.008,0.329,14.7,23.3,19.2,6,1.5,5.3,11.5,13,2.9,2.2,5.1,0.237,0.3,2.4,2.6,1.2
Cristiano Felício,18,84,14.7,0.574,0.154,1.231,13.3,20.9,17.2,13.6,2.3,0,16.6,12.4,0.2,0.1,0.3,0.151,-1.1,1.2,0.1,0
Terrance Ferguson,13,49,-7.1,0.143,0.714,0,0,2.2,1.1,4.9,1,0,36.4,9.7,-0.2,0,-0.2,-0.161,-12.1,-2.2,-14.3,-0.2
Bruno Fernando,33,226,6.2,0.475,0.045,0.5,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,-0.3,0.3,-0.1,-0.019,-6.1,-0.4,-6.5,-0.3
Yogi Ferrell,10,136,14.4,0.459,0.491,0.158,4.1,11.4,7.8,22.9,2.5,2,4.7,20.7,0.1,0.2,0.3,0.099,-0.5,0.8,0.2,0.1
Dorian Finney-Smith,60,1921,12,0.609,0.648,0.088,5.7,13,9.3,7.2,1.3,1.2,9,12.2,2.8,1.6,4.4,0.11,0.2,0,0.1,1
Malik Fitts,3,11,2.9,0.5,0.667,0,0,29.8,15.3,0,0,0,0,12.1,0,0,0,0.049,-7,-2.1,-9.1,0
Malachi Flynn,47,928,10.9,0.484,0.494,0.165,1.1,13,6.9,21.4,2,0.8,10.5,19,0,0.8,0.8,0.041,-2.5,-0.2,-2.6,-0.1
Bryn Forbes,70,1354,12.8,0.631,0.645,0.115,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,2,0.7,2.7,0.096,0.4,-1.7,-1.3,0.2
Trent Forrest,30,302,11.2,0.554,0.366,0.268,4,11.1,7.7,19.9,1.5,1.1,20.9,14.3,0.3,0.4,0.7,0.106,-2.5,1.2,-1.3,0.1
Evan Fournier,42,1259,16.7,0.598,0.523,0.253,0.8,10.2,5.4,18.6,1.8,1.4,10.8,23.1,1.8,1,2.8,0.107,1.5,-0.4,1.1,1
De'Aaron Fox,58,2036,20.7,0.565,0.288,0.376,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31,3.4,0.8,4.2,0.098,3.1,-1.3,1.8,2
Robert Franks,7,101,16.5,0.638,0.536,0.464,6,8.5,7.2,7.4,1.4,2.7,5.6,15.3,0.3,0.1,0.3,0.158,0.7,-0.8,-0.2,0
Tim Frazier,5,62,-0.5,0.177,0.4,0.3,0,13.8,6.8,30.8,1.5,1.5,15,18.1,-0.3,0.1,-0.2,-0.169,-10.7,-1.2,-11.9,-0.2
Enes Freedom,72,1758,22.4,0.636,0.007,0.292,16.8,31.9,24.2,7.2,0.9,2.4,11,17.4,5.7,1.7,7.5,0.204,2.1,-1.4,0.6,1.2
Markelle Fultz,8,215,12,0.458,0.154,0.183,2.3,10,6,33.1,1.8,0.8,13.8,26.2,-0.3,0.1,-0.1,-0.024,-3.6,-0.9,-4.4,-0.1
Wenyen Gabriel,21,241,9.8,0.533,0.533,0.283,9,15.3,12.2,5.9,1.8,3.1,18.2,14.4,0,0.3,0.3,0.052,-3.2,-0.1,-3.3,-0.1
Daniel Gafford,54,791,22.2,0.697,0,0.48,12.9,18.6,15.8,5.3,1.5,8.1,13.1,16.7,2.1,1.3,3.5,0.209,0.6,1.6,2.2,0.8
Danilo Gallinari,51,1222,16.3,0.613,0.535,0.366,1.6,17,9.5,9.2,1.2,0.7,7.2,21.2,2.7,1,3.7,0.146,1.7,-0.6,1.1,1
Langston Galloway,40,438,12.1,0.605,0.578,0.156,1.8,8.9,5.4,8,0.9,0,7.6,17.3,0.6,0.3,0.9,0.096,-0.1,-0.8,-0.9,0.1
Darius Garland,54,1790,14.2,0.547,0.332,0.165,1.4,6.8,4,30.9,1.8,0.3,16,24.9,0.3,0.9,1.2,0.033,0,-2.1,-2.1,-0.1
Marc Gasol,52,993,12.2,0.606,0.629,0.258,4.3,19.9,12.2,14.7,1.3,5.2,19.7,11.8,0.8,1.9,2.8,0.133,-1.4,3.7,2.3,1.1
Rudy Gay,63,1358,14.7,0.532,0.443,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,0,1.7,1.7,0.059,-0.1,0,-0.1,0.6
Paul George,54,1821,20.5,0.598,0.437,0.239,2.9,18.9,11.1,24.6,1.7,1.2,14.5,30,3,2.3,5.3,0.139,3.9,0.3,4.2,2.9
Taj Gibson,45,936,16,0.661,0.095,0.348,11.6,17.3,14.5,5.4,1.7,5,10.8,9.7,2.1,1.7,3.8,0.195,-0.7,2.1,1.3,0.8
Harry Giles,38,348,12.4,0.496,0.237,0.278,9.3,32.2,20.4,11.3,1.1,3.3,15.5,15.9,0.1,0.4,0.5,0.069,-3.2,0.2,-2.9,-0.1
Shai Gilgeous-Alexander,35,1180,21.6,0.623,0.301,0.405,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,2.7,0.8,3.5,0.143,3.9,0.2,4.1,1.8
Anthony Gill,26,218,13.7,0.597,0.4,0.267,7.8,17,12.4,6.7,2.1,1.5,10.7,14.2,0.3,0.3,0.6,0.123,-1.6,0.3,-1.3,0
Freddie Gillespie,20,392,13.4,0.563,0,0.393,11.4,16,13.6,3.2,1.6,5.1,10.9,12.2,0.5,0.5,0.9,0.116,-3.1,-0.1,-3.2,-0.1
Rudy Gobert,71,2187,23.5,0.683,0.007,0.646,12.2,33.5,23.3,6,0.9,7,13.7,17,6.1,5.2,11.3,0.248,2.1,2.8,4.9,3.8
Brandon Goodwin,47,620,9.2,0.471,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0,13,19.5,-0.2,0.4,0.2,0.013,-2.5,-0.6,-3.1,-0.2
Aaron Gordon,50,1384,14.5,0.547,0.353,0.299,6,16.4,11.1,17.8,1.2,2.3,14.7,20.7,0.7,1.2,1.9,0.066,0.2,-0.1,0.1,0.7
Eric Gordon,27,789,14.4,0.577,0.572,0.311,1,7.1,3.9,14.6,0.8,1.5,10.9,25.2,0.6,0.2,0.8,0.048,0.7,-1.7,-1,0.2
Devonte' Graham,55,1659,14.6,0.552,0.713,0.236,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,2.5,0.9,3.4,0.099,1.8,-1.1,0.7,1.1
Jerami Grant,54,1829,16.9,0.556,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,1.6,1.6,3.2,0.083,1.9,-0.8,1.1,1.4
Danny Green,69,1934,12.1,0.582,0.794,0.074,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14,1.6,3.1,4.6,0.115,0.4,1.5,1.9,1.9
Draymond Green,63,1982,13.3,0.53,0.332,0.232,3,20.9,12.1,36.4,2.5,2.3,31,13.1,1.2,3.4,4.6,0.112,-1.6,3.3,1.7,1.9
JaMychal Green,58,1120,13.6,0.59,0.529,0.152,8.6,19.4,14,6.4,1.1,1.9,11.7,17.6,1.4,1.2,2.6,0.11,-0.5,-1,-1.5,0.1
Javonte Green,41,473,12.1,0.61,0.294,0.392,6.1,10.6,8.3,4.8,2.9,1.1,13.7,12.6,0.5,0.6,1.1,0.107,-2.2,1.7,-0.5,0.2
Jeff Green,68,1835,13,0.624,0.472,0.304,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,2.9,1.2,4.1,0.107,0,-0.9,-0.8,0.5
Josh Green,39,445,8.8,0.49,0.269,0.247,7,12.3,9.7,8.3,1.8,0.6,14.2,11.9,0.1,0.4,0.5,0.05,-3.7,0.1,-3.6,-0.2
Blake Griffin,46,1186,12.9,0.546,0.499,0.285,3.4,17.4,10.5,17,1.3,1.1,11.8,19.3,0.9,1.1,2,0.081,-0.8,0,-0.8,0.3
Kyle Guy,31,235,8.5,0.449,0.523,0.227,2.3,14.4,8.3,17.9,1.2,0,10.2,19.7,-0.1,0.1,-0.1,-0.015,-3.7,-2.1,-5.8,-0.2
Rui Hachimura,57,1797,11.4,0.549,0.211,0.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,0.7,1.4,2.1,0.056,-2.2,-1,-3.1,-0.5
Ashton Hagans,2,4,-12.4,,,,0,0,0,0,0,0,100,10.5,0,0,0,-0.353,-13.7,-7.4,-21.1,0
Tyrese Haliburton,58,1746,16.2,0.585,0.478,0.09,2.4,8.6,5.5,24.6,2.1,1.4,12.5,18.1,2.8,0.7,3.5,0.096,1.9,-0.5,1.4,1.5
Donta Hall,13,179,22.3,0.731,0,0.971,13.5,22.8,18,9.4,1.4,5.1,13.8,14,0.6,0.2,0.8,0.223,0.9,0.6,1.6,0.2
Josh Hall,21,336,1,0.363,0.374,0.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,-1.1,0.2,-0.9,-0.126,-9.7,-2.2,-11.9,-0.8
R.J. Hampton,51,888,11.1,0.507,0.278,0.262,3.4,18.4,10.7,15.2,1.2,1,13.2,19.6,-0.3,0.7,0.4,0.021,-2.6,-1.2,-3.8,-0.4
Tim Hardaway Jr.,70,1985,15.7,0.589,0.581,0.191,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,3.2,1.2,4.3,0.105,2,-1.7,0.4,1.2
James Harden,44,1609,24.5,0.618,0.455,0.44,2.5,20.6,11.9,44.4,1.6,1.8,16.8,28.4,5.3,1.7,7,0.208,6.2,1,7.2,3.7
Maurice Harkless,37,772,8.1,0.527,0.509,0.261,1.9,11.1,6.4,7.3,1.9,2.3,10.7,11.5,0.2,0.4,0.6,0.038,-3.8,0.1,-3.7,-0.3
Jared Harper,8,16,-10.8,0.26,0.25,1,0,13.4,6.8,7.7,0,0,34.2,24.4,-0.1,0,-0.1,-0.365,-16.6,-5.5,-22.1,-0.1
Montrezl Harrell,69,1580,22.7,0.65,0.017,0.425,11.3,19.1,15.2,7.7,1.4,2.8,9.4,21.7,4.5,2.7,7.3,0.221,2.3,0.7,3,2
Gary Harris,39,1080,9.1,0.511,0.409,0.226,2.1,5.9,4,10.3,1.3,1,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6
Jalen Harris,13,172,15.2,0.632,0.5,0.125,1.9,9.9,5.8,16,2.3,0,15.6,22.6,0.1,0.1,0.3,0.079,0.5,-0.3,0.3,0.1
Joe Harris,69,2141,14.1,0.663,0.628,0.089,2.3,10.1,6.4,8.4,1,0.6,7.8,16.2,4.1,1.1,5.2,0.117,1.6,-1.2,0.4,1.3
Tobias Harris,62,2014,20,0.597,0.225,0.221,3.5,19.2,11.4,17.6,1.3,2.3,9.5,23.9,4.1,3.1,7.1,0.17,2.9,0.8,3.7,2.9
Shaquille Harrison,34,333,6.8,0.416,0.205,0.282,2.4,13.7,8.1,9.5,2.5,1.5,11.1,12.9,-0.2,0.4,0.2,0.03,-5.5,1.5,-4.1,-0.2
Josh Hart,47,1349,12.2,0.566,0.561,0.259,4.3,26.1,15.2,10.6,1.4,0.8,11.3,13.5,1.4,1.3,2.7,0.097,-1.1,0.3,-0.8,0.4
Isaiah Hartenstein,46,559,17.9,0.583,0.035,0.415,13,23.7,18.2,15.3,1.7,6.5,17.9,19.2,0.7,0.9,1.6,0.134,-2.4,1.5,-0.9,0.2
Udonis Haslem,1,3,54.6,1,0,0,0,37.5,19.1,0,0,0,0,30.1,0,0,0,0.475,24.1,7,31.1,0
Jaxson Hayes,60,964,19.1,0.675,0.05,0.429,10.4,18.6,14.5,5.2,1.2,3.7,10.5,16.2,2.6,1,3.5,0.176,0.6,0,0.6,0.6
Killian Hayes,26,670,5.3,0.422,0.358,0.085,1,10.6,5.7,29.7,2,1.3,28.5,19,-1.8,0.6,-1.1,-0.081,-6.3,-0.9,-7.2,-0.9
Gordon Hayward,44,1496,17.6,0.584,0.312,0.281,2.6,16.3,9.3,19.5,1.7,0.9,11,23.9,2.2,1.4,3.5,0.114,1.6,-0.1,1.6,1.4
Juancho Hernangómez,52,900,12.1,0.549,0.562,0.324,5.2,20,12.3,5.6,1,0.7,7.3,17.2,0.6,0.5,1.1,0.06,-1.1,-1.8,-2.9,-0.2
Willy Hernangómez,47,846,19.6,0.591,0.037,0.347,15,27.8,21.4,8.5,1.2,2.6,9.9,17,1.9,1,2.9,0.163,1,-1,0,0.4
Tyler Herro,54,1635,13.3,0.543,0.425,0.167,1.8,16.7,9.4,18,1.1,1.1,11.9,23.5,0.1,1.6,1.7,0.049,-0.3,-1,-1.3,0.3
Buddy Hield,71,2433,12.8,0.567,0.727,0.105,1.3,14.1,7.6,14.7,1.2,1,11.1,20.7,1.5,0.7,2.2,0.044,1,-1.6,-0.6,0.9
George Hill,30,672,13.1,0.596,0.406,0.254,2.6,7.2,4.9,16,1.6,0.7,12.4,15.9,0.9,0.6,1.4,0.1,-1,-0.2,-1.2,0.1
Solomon Hill,71,1513,6.7,0.498,0.711,0.154,3.1,12.2,7.7,6.4,1.6,0.6,11.7,10.4,0.1,1.2,1.3,0.04,-3,0.5,-2.5,-0.2
Nate Hinton,21,93,10.4,0.442,0.452,0.238,1.2,9.4,5.3,12.4,3.7,2,9.7,24.4,-0.2,0.1,0,-0.015,-4.5,1,-3.4,0
Jaylen Hoard,19,320,13.4,0.547,0.125,0.466,6.7,14.5,10.6,11.2,1.9,1.4,13.8,16.3,0.2,0.3,0.5,0.07,-2.2,-0.3,-2.5,0
Aaron Holiday,66,1176,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7
Jrue Holiday,59,1907,20,0.592,0.344,0.165,4.2,10.4,7.4,26.3,2.4,1.7,12.6,22.2,4.3,2.2,6.6,0.165,2.8,0.6,3.4,2.6
Justin Holiday,72,2183,10.4,0.571,0.725,0.136,1.6,11.1,6.4,7,1.6,1.5,7.5,14,1.4,1.8,3.1,0.069,-0.9,-0.1,-1,0.6
Rondae Hollis-Jefferson,11,107,14.4,0.539,0.056,0.889,10.7,15.4,13,15.7,0.9,3.4,7.4,10.9,0.3,0.1,0.3,0.147,-1.1,1.2,0.1,0.1
Richaun Holmes,61,1782,20.2,0.669,0.019,0.296,8.8,22.7,15.7,8.3,1.1,4.6,10.3,17.5,4.7,1.4,6.1,0.165,0.6,0,0.6,1.2
Rodney Hood,55,942,5.6,0.452,0.435,0.108,2.6,9.4,5.9,7.5,1.2,0.7,11.7,14.1,-0.7,0.3,-0.4,-0.019,-4.9,-1.4,-6.4,-1
Al Horford,28,782,17.4,0.538,0.422,0.061,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,0.8,0.9,1.6,0.101,2,1.4,3.4,1.1
Talen Horton-Tucker,65,1304,12.9,0.536,0.268,0.264,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,-0.1,2.2,2.1,0.078,-2.6,1.5,-1.2,0.3
Danuel House Jr.,36,932,9.1,0.525,0.574,0.232,2,13.6,7.5,10.6,1,1.5,10.7,15.3,0,0.5,0.5,0.026,-2.8,-0.7,-3.5,-0.3
Dwight Howard,69,1196,17.8,0.61,0.066,0.693,17.8,35.3,26.7,7.2,1.2,4.7,22.1,18.2,1.3,2.6,4,0.159,-2.1,0.6,-1.5,0.1
Markus Howard,37,205,6.4,0.477,0.613,0.085,0.6,11,5.8,12.6,1,0.5,14.1,27.2,-0.4,0.1,-0.3,-0.068,-5.5,-3.2,-8.7,-0.3
Kevin Huerter,69,2126,12.2,0.541,0.528,0.088,2,9.7,6,16.3,1.9,0.7,9.4,17.2,1.9,1.7,3.6,0.08,-0.6,0.4,-0.3,1
Elijah Hughes,18,64,8.4,0.488,0.767,0.133,1.7,12.7,7.5,13.4,0.8,1.3,15.9,25.4,-0.1,0.1,0,-0.013,-1.4,-1.3,-2.8,0
De'Andre Hunter,23,678,15.7,0.603,0.383,0.343,2.8,14.7,8.9,9.7,1.4,1.6,9.2,20.2,1.2,0.6,1.7,0.123,0.6,0.6,1.2,0.5
Chandler Hutchison,25,346,6.8,0.469,0.214,0.243,1.9,22.2,12.1,6.3,1.6,1.2,14.9,16.2,-0.5,0.4,-0.1,-0.007,-5.7,0.2,-5.6,-0.3
Serge Ibaka,41,955,18.2,0.585,0.315,0.145,8.9,23.1,16.2,11.5,0.5,4.4,10.2,20.1,1.7,1.3,3,0.15,1.2,0.2,1.4,0.8
Andre Iguodala,63,1339,9.2,0.519,0.734,0.153,3.3,15.4,9.4,14.3,2.1,2.7,20.2,11.2,-0.1,1.8,1.7,0.062,-2.2,1.8,-0.4,0.5
Ersan İlyasova,17,148,12.1,0.578,0.759,0.093,5.3,15.1,10.4,3.8,3.3,1.6,12.5,18.7,0.1,0.3,0.4,0.122,-2.5,1.7,-0.9,0
Joe Ingles,67,1867,15.9,0.672,0.722,0.16,1.6,11.8,6.9,24,1.2,0.5,16.3,16.6,4.7,2.3,7,0.18,2.6,0.9,3.5,2.6
Brandon Ingram,61,2093,19.2,0.584,0.341,0.291,1.8,13.7,7.8,22.4,1,1.6,11,28,3.9,1.3,5.3,0.12,3.3,-1.1,2.2,2.2
Kyrie Irving,54,1886,24.4,0.614,0.348,0.201,3.2,11.4,7.5,28.6,1.9,1.7,9.9,30.4,5.8,1.6,7.4,0.189,5.7,-0.2,5.5,3.6
Wes Iwundu,41,539,4.3,0.428,0.402,0.304,3,15.2,9.1,4.2,1.4,0.7,14.1,10.8,-0.5,0.4,0,-0.003,-6.1,-0.3,-6.3,-0.6
Frank Jackson,40,738,13.2,0.598,0.512,0.256,2.2,10.8,6.5,7.9,1,0.1,9.4,21.3,0.7,0.4,1.2,0.076,-0.1,-1.6,-1.7,0.1
Jaren Jackson Jr.,11,258,18,0.551,0.48,0.336,6.9,18.7,12.7,6.8,2.2,6.3,9.5,25.9,0.2,0.5,0.7,0.123,-0.7,0.7,0.1,0.1
Josh Jackson,62,1560,12,0.516,0.364,0.308,4,14.2,9.1,15.1,1.7,2.6,15,26.5,-1.6,1.7,0.1,0.004,-2.5,-0.5,-3,-0.4
Justin Jackson,34,577,10.4,0.516,0.529,0.167,2.9,11.1,6.9,13.9,1.2,0.3,11.9,19.8,-0.1,0.3,0.2,0.018,-2.3,-1.2,-3.5,-0.2
Reggie Jackson,67,1544,14.2,0.576,0.482,0.14,1.8,11.9,7,19,1.3,0.4,10.6,19.9,2.3,1.4,3.7,0.115,0.6,-0.2,0.4,0.9
Justin James,36,310,11.3,0.548,0.342,0.324,3.2,7.6,5.4,9.9,1.2,0.8,10.6,19.7,0.1,0,0.1,0.02,-2,-2.3,-4.3,-0.2
LeBron James,45,1504,24.2,0.602,0.346,0.31,2.2,23.6,12.9,41.8,1.6,1.5,15.2,31.9,3,2.6,5.6,0.179,5.9,2.3,8.1,3.8
Mike James,13,236,11.9,0.481,0.337,0.293,1.5,12.9,7.5,30.6,1.2,0.4,16.1,22.9,0,0.1,0.1,0.028,-2.1,-2.3,-4.4,-0.1
DaQuan Jeffries,31,493,7.9,0.514,0.558,0.067,4.1,11.8,7.8,6.1,1.4,1.8,10.2,11.9,0,0.2,0.3,0.027,-3.6,-1.1,-4.7,-0.3
Ty Jerome,33,788,13.4,0.585,0.585,0.118,1.3,10.8,6,23.7,1.2,0.7,13.5,18.8,0.9,0.4,1.3,0.079,0.1,-0.8,-0.7,0.3
Isaiah Joe,41,383,9.5,0.533,0.797,0.18,1.8,8.5,5.2,7.2,1.5,0.9,7.1,17.4,0.2,0.4,0.6,0.078,-2,-1,-3,-0.1
Alize Johnson,18,189,23.5,0.638,0.088,0.191,16.6,35,26.3,10.9,1.3,2.3,10.9,19.1,0.6,0.3,0.9,0.227,2.7,0,2.7,0.2
Cameron Johnson,60,1437,11.8,0.563,0.694,0.122,2.6,12.9,7.9,8,1.3,1,7.3,17,1.2,1.4,2.6,0.086,0,-0.2,-0.2,0.7
James Johnson,51,1043,11.4,0.51,0.367,0.232,3.4,15.1,9.3,12.9,2,3.8,13.2,17.1,-0.1,1.3,1.2,0.055,-2.7,1.5,-1.2,0.2
Keldon Johnson,69,1968,13.8,0.557,0.257,0.278,4.9,17.6,11.1,8.9,1,1,9,19.2,1.6,1.7,3.3,0.079,-0.9,-0.7,-1.6,0.2
Stanley Johnson,61,1006,8.8,0.519,0.588,0.236,3.1,14.1,8.4,12,2.5,1.8,17.4,13.4,-0.1,1.1,1,0.048,-3.8,1.2,-2.5,-0.1
Tyler Johnson,39,684,8.2,0.546,0.721,0.115,1,10.9,6.2,8.7,1,0,8.1,13.3,0.4,0.3,0.7,0.049,-2.4,-1,-3.4,-0.2
Nikola Jokić,72,2488,31.3,0.647,0.183,0.305,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,12.2,3.4,15.6,0.301,9.1,3,12.1,8.8
Damian Jones,39,547,14.6,0.712,0.049,0.563,7.3,17.4,12.3,7,1,4.6,16.8,12.3,1,0.5,1.6,0.138,-2.2,0.8,-1.4,0.1
Derrick Jones Jr.,58,1318,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.4,0,-1.4,0.2
Mason Jones,32,334,12.1,0.556,0.537,0.52,2.2,16,8.8,18.9,1,0.3,16.1,23,0,0.2,0.2,0.028,-1.4,-1.2,-2.7,-0.1
Tre Jones,37,269,12.1,0.544,0.064,0.244,3.1,5.2,4.2,20,1.4,0,13.1,16.1,0.2,0.1,0.4,0.066,-2.2,-1.3,-3.5,-0.1
Tyus Jones,70,1222,15,0.511,0.339,0.109,1.8,10.4,6.1,28.6,2.5,0.4,10,16.6,1.5,1.3,2.8,0.11,-0.1,0.9,0.8,0.9
DeAndre Jordan,57,1246,17.1,0.736,0.004,0.369,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2.4,1.5,3.9,0.152,0.1,1,1,0.9
Cory Joseph,63,1446,12.5,0.556,0.31,0.207,2.7,9.7,6.1,21.4,2,1.1,14.5,16.3,1.3,0.8,2.1,0.069,-1.8,0,-1.8,0.1
Mfiondu Kabengele,39,280,9.5,0.486,0.562,0.225,4.7,19.4,12,8.7,1.4,4.1,13.3,17.7,-0.2,0.3,0.2,0.026,-4.3,0.1,-4.3,-0.2
Frank Kaminsky,47,715,15.8,0.547,0.331,0.233,5.8,23.7,14.9,15.3,1,2.1,7.2,19,1.1,0.9,2,0.133,0.4,0.8,1.3,0.6
Luke Kennard,63,1232,12.7,0.608,0.541,0.075,1.4,13,7.3,11.9,0.9,0.7,10.1,17.1,1.6,1.1,2.7,0.105,0.3,-0.5,-0.2,0.6
Louis King,6,85,21.2,0.6,0.324,0.176,6.4,17.2,11.8,15.4,4,3,9.8,20.6,0.2,0.1,0.3,0.16,2.3,2.5,4.9,0.1
Maxi Kleber,50,1341,10.6,0.606,0.771,0.135,3.9,17.4,10.7,6.6,0.9,2.4,9.3,10.6,1.6,1.3,2.9,0.103,-0.5,0.5,0,0.7
Nathan Knight,33,279,13.9,0.499,0.33,0.55,10.8,17.3,14.1,4,1.6,3.2,10.8,21.7,0.1,0.3,0.4,0.07,-2.6,-1,-3.7,-0.1
Kevin Knox,42,464,9.1,0.537,0.622,0.14,2.4,11.8,7.1,5.9,1.3,1.2,10.1,16.2,0,0.6,0.6,0.065,-1.7,0.4,-1.4,0.1
John Konchar,43,575,14.8,0.608,0.406,0.217,6.4,17.3,11.8,10.7,2.5,1.4,10.6,12.4,0.9,0.8,1.7,0.145,-0.2,1.4,1.2,0.5
Furkan Korkmaz,55,1062,12.8,0.544,0.634,0.193,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,0.6,1.5,2,0.092,-0.3,0.2,-0.1,0.5
Luke Kornet,31,348,13.3,0.511,0.584,0.059,4.4,17,10.7,9.5,0.6,8.5,6.3,13.7,0.2,0.5,0.7,0.095,-0.8,1.6,0.8,0.3
Rodions Kurucs,21,125,6.3,0.459,0.656,0.125,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9,-0.3,0.2,-0.1,-0.041,-6.4,1.8,-4.6,-0.1
Kyle Kuzma,68,1954,12.7,0.546,0.502,0.128,6.3,17.7,12,9.8,0.9,1.9,12.4,20.3,0.4,2.9,3.3,0.08,-0.4,-0.1,-0.4,0.8
Anthony Lamb,24,415,8.7,0.523,0.602,0.178,6.7,11.5,9,7.9,0.7,1.1,13,15,0.1,0.1,0.2,0.023,-3.4,-2.7,-6.1,-0.4
Jeremy Lamb,36,765,15.8,0.587,0.464,0.272,3.6,14.9,9.3,9.4,2.1,2.4,6.6,18.4,1.2,0.9,2.1,0.132,0.7,0.7,1.4,0.7
Romeo Langford,18,283,5.1,0.436,0.305,0.203,4.7,9.1,6.9,5.9,1,1.7,13.5,11.3,-0.2,0.2,0,0.003,-4.9,0.2,-4.6,-0.2
Zach LaVine,58,2034,21.5,0.634,0.425,0.265,2,13.6,7.9,23.4,1.1,1.2,13.9,31,4,1.8,5.9,0.138,4.9,-0.8,4,3.1
Jake Layman,45,627,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,0.2,0.5,0.7,0.051,-2.2,0.2,-2.1,0
T.J. Leaf,7,35,11.2,0.551,0,0.2,0,15.7,7.6,4,2.8,2.6,15.5,15.8,0,0,0,0.022,-3.9,0.9,-3,0
Jalen Lecque,4,12,4.7,0.242,0.111,0.333,18.2,27,22.6,20.6,0,0,0,36.6,-0.1,0,-0.1,-0.232,-6.6,-6.3,-13,0
Damion Lee,57,1079,11.8,0.636,0.708,0.161,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,1.4,1.3,2.7,0.119,-0.7,0.9,0.2,0.6
Saben Lee,48,781,13.8,0.536,0.11,0.424,2.8,11.1,6.9,33.2,2,1.5,18.1,17,0.7,0.8,1.5,0.091,-2.1,0.2,-2,0
Alex Len,64,979,16.4,0.643,0.09,0.417,8.5,19.7,14.1,7,0.9,5.6,14.3,16.3,1.5,1.3,2.7,0.133,-1.2,1,-0.1,0.5
Kawhi Leonard,52,1773,26,0.622,0.28,0.325,3.6,17.4,10.7,24.9,2.3,1.1,9.2,28.6,6.4,2.4,8.8,0.238,6,1.3,7.3,4.2
Meyers Leonard,3,29,6.6,0.635,1,0.286,0,27.1,13.8,9.7,0,0,20.2,15.4,0,0,0,0.038,-3.3,-0.4,-3.7,0
Caris LeVert,47,1486,17.8,0.531,0.317,0.221,2.5,13.1,7.8,25.4,2.1,1.7,10.2,28.7,0.9,1.5,2.4,0.077,0.9,-0.5,0.4,0.9
Kira Lewis Jr.,54,904,10.3,0.477,0.356,0.151,1.4,7.1,4.3,18.7,2,1,8.6,18.3,0.2,0.6,0.9,0.045,-3.2,-0.2,-3.4,-0.3
Damian Lillard,67,2398,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,9.6,0.8,10.4,0.209,7.5,-1.3,6.3,5
Nassir Little,48,640,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,0.9,0.2,1.1,0.082,-1.1,-1.6,-2.7,-0.1
Kevon Looney,61,1161,11.9,0.575,0.086,0.244,10.9,18.6,14.8,13.4,0.8,1.7,14.5,9.4,2,1.4,3.4,0.139,-1.8,1,-0.9,0.3
Brook Lopez,70,1902,15.4,0.611,0.439,0.222,6,13,9.6,3.5,1,4.8,8.3,16.9,3.1,2.2,5.3,0.133,0,0,0,0.9
Robin Lopez,71,1354,16.7,0.661,0.042,0.322,11.1,10.2,10.6,5.9,0.5,2.7,13.4,17.1,2.8,0.9,3.7,0.131,0.2,-1.2,-1,0.4
Didi Louzada,3,56,-0.9,0.308,0.615,0,1.9,3.9,2.9,6.5,1.7,0,18.8,12,-0.1,0,-0.1,-0.099,-7.8,-1.8,-9.6,-0.1
